0.444953 0.0460667 0.0739287 0.102357 0.107257 0.10165 0.0711421 0.0398773 0.0120965 0.000672026 
0.37289 0.0997754 0.0296773 0.0704811 0.0946748 0.11538 0.100781 0.0764361 0.035704 0.00420047 
0.336267 0.023444 0.172494 0.0381787 0.0669682 0.100578 0.101323 0.0932199 0.0568651 0.0106622 
0.310983 0.157712 0.0581187 0.0172748 0.0482751 0.0910881 0.102844 0.110042 0.0818379 0.0218235 
0.291472 0.0404272 0.0235607 0.267611 0.0245306 0.0630453 0.0789251 0.0963075 0.084089 0.0300318 
0.275497 0.0835974 0.123921 0.109436 0.0123731 0.0555662 0.077158 0.106532 0.106682 0.0492378 
0.261923 0.0122173 0.0584612 0.0853479 0.314798 0.0285548 0.0445048 0.0695813 0.0787018 0.0459094 
0.250094 0.219642 0.00884765 0.0373763 0.147172 0.0257794 0.0464826 0.0830878 0.105089 0.0764287 
0.239592 0.0527686 0.265732 0.0126566 0.0904924 0.0165755 0.0371672 0.0776364 0.109147 0.0982324 
0.230136 0.104177 0.0880611 0.198461 0.0561122 0.00760657 0.0264154 0.0673543 0.105005 0.116672 
0.221528 0.0199452 0.0371379 0.137905 0.0581091 0.366969 0.00857973 0.0293062 0.0507456 0.0697752 
0.213619 0.148473 0.1523 0.055914 0.0256948 0.177285 0.00596898 0.0352823 0.0683287 0.117135 
0.206299 0.0363172 0.0750918 0.042476 0.0164981 0.211746 0.337129 0.00934432 0.0205571 0.0445403 
0.199483 0.0785908 0.0208149 0.0147796 0.324338 0.0984367 0.148665 0.0106292 0.0274375 0.0768249 
0.193102 0.00648331 0.140386 0.196483 0.133251 0.0723609 0.117975 0.00849042 0.0276776 0.103791 
0.187101 0.285799 0.037964 0.0846024 0.0811341 0.0566584 0.101742 0.00492646 0.0252746 0.134798 
0.181434 0.0622278 0.00826997 0.0772445 0.0941705 0.0792174 0.159475 0.318081 0.00209264 0.0177874 
0.176065 0.120815 0.218331 0.025829 0.0428963 0.0432541 0.100306 0.204496 0.00357938 0.0644288 
0.170962 0.0251914 0.0967756 0.00975816 0.0380953 0.0487257 0.136694 0.308914 0.164427 0.000456743 
0.166098 0.172687 0.0277486 0.166724 0.00993978 0.0212584 0.0799134 0.204778 0.142495 0.00835746 
0.161451 0.0430088 0.170318 0.0978893 0.225706 0.00643497 0.0433051 0.128808 0.109782 0.0132965 
0.157002 0.0897713 0.0674579 0.0631689 0.169525 0.290621 0.0183325 0.0655023 0.065988 0.0126314 
0.152733 0.0103617 0.0189523 0.03657 0.149096 0.270291 0.0294651 0.134012 0.156176 0.0423434 
0.148629 0.218062 0.101019 0.00360922 0.0703313 0.152468 0.0158945 0.103125 0.13717 0.0496916 
0.144678 0.0539575 0.0512493 0.414653 0.0293527 0.0816191 0.00544434 0.0682301 0.102772 0.0480437 
0.140868 0.107353 0.00404229 0.172174 0.028534 0.117489 0.331654 0.0264309 0.0449312 0.0265233 
0.137188 0.0181307 0.39381 0.0625755 0.00655728 0.0654828 0.175184 0.0325568 0.0625237 0.045991 
